,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,nearbyLocations,furnishDetails,features
2353,1,92,sare green parc 2,0.75,4745,1581,3,3,3,1.0,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump']","['6 Fan', '1 Exhaust Fan', '8 Light', '1 Modular Kitchen', '3 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2354,0,43,landmark house,2.75,25463,1080,3,3,1,Pooja Room,"1251, C Block, Sushant Lok, Gurugram, Haryana 122002, Sector 43 Gurgaon, Gurgaon, Haryana",2.0,5 to 10 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Max Hospital', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Sitaram Bhartia', 'Marwah Clinic', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Balaji Vegetarian Paradise', 'PWO house', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'Ncr library', 'Bahrisons library']",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage']"
2355,1,76,pyramid pride,0.5,6578,760,2,2,1,0.0,"Sector 76 Gurgaon, Gurgaon, Haryana",8.0,By 2024,"['Entertainland Mall', 'NH 48', 'Southern Peripheral Road', 'Euro International School', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
2356,1,70A,aipl zen residences,1.34,10276,1304,2,2,3,0.0,"Sector 70A Gurgaon, Gurgaon, Haryana",17.0,Within 3 months,"['Airia Mall', 'National Highway 8', 'Southern Peripheral Road', 'Golf Course Ext. Rd.', 'Indus World School', 'Medanta -The Medicity', 'Ananta Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone, Gurgaon', 'Lemon Tree Hotel, Sohna Road', 'De Adventure Park']","['3 Fan', '1 Exhaust Fan', '2 Geyser', '3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']"
2357,1,51,housing board colony,0.3,41666,72,1,1,0,1.0,"Sector 51 Gurgaon, Gurgaon, Haryana",,5 to 10 Year Old,"['Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Axis bank ATM', 'State bank of india ATM', 'Meher Clinic', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Sukhmani Hospital Pvt. Ltd', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dispencery', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Anand Hospital Gurgaon', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank and atm', '222', 'Madison and Pike', 'Haldiram', 'Raj Restaurant', 'India', 'Gurugram University', 'Amity Global School', 'Kamla International', 'Delhi Public School Primary Section', 'Manav Rachna School', 'St. Angels Sr', 'St. Angels Jr', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']",,"['Park', 'Visitor Parking']"
2358,1,74,m3m skywalk,1.4,9831,1424,2,2,2,0.0,"2bhk Flat For Sale, Sector 74 Gurgaon, Gurgaon, Haryana",17.0,0 to 1 Year Old,"['Omaxe Gurgaon Mall', 'Omaxe Celebration Mall', 'Gurgaon - Delhi Expy, Sector 75A', 'Kunskapsskolan School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi Intl Airport']","['2 Wardrobe', '4 Fan', '3 Geyser', '6 Light', '1 Chimney', '3 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Fitness Centre / GYM', 'Club house / Community Center']"
2359,1,35,ashiana anmol,0.99,8215,1205,2,2,2,0.0,"Sohna, Gurgaon, Haryana",6.0,25-Jul,"['Global Signum Plaza', 'Airia Mall', 'Sohna Road', 'KR Mangalam University', 'GD Goenka School', 'GD Goenka University', 'Civil Hospital', 'Central Park', 'M2M football Club', 'Gurgaon Technology Valley', 'Lemon Tree Hotel', 'Sports academy and Gym', 'IndianOil']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2360,1,102,conscient heritage max,3.0,10489,2860,4,4,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",7.0,1 to 5 Year Old,"['Huda Metro Station', 'Ocus Medley Mall', 'The Esplanade Mall', 'Gurugram Road', 'Dwarka Expy', 'Prime Scholars International School', 'DPG Degree College', 'The Signature Advanced Super Speciality', 'Indira Gandhi Intl Airport', 'Basai Dhankot Railway Station', 'Altrade Business Centre', 'Holiday Inn Gurugram Sector 90', 'SkyJumper Trampoline Park Gurgaon', 'Hamoni Golf Camp', 'Nehru Stadium']","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '15 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '6 Wardrobe', 'No Bed', 'No Curtains', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
2361,1,37D,bptp terra,1.17,8297,1410,2,2,2,0.0,"Sector 37D Gurgaon, Gurgaon, Haryana",,1 to 5 Year Old,"['Airia Mall', 'Dwarka Expressway', 'Golf Course Extension Road', 'Euro International School', 'DPG Institute of Technology', 'Medanta -The Medicity', 'Amma Hospital', 'Indira Gandhi International Airport', 'DLF Corporate Greens', 'Holiday Inn Sector 90', 'SkyJumper Trampoline Park']","['1 Chimney', '2 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
2362,1,83,emaar palm gardens,1.72,9052,1900,3,3,3,1.0,"405, Sector 83 Gurgaon, Gurgaon, Haryana",4.0,1 to 5 Year Old,"[""V'Lante Mall"", 'NH 48 Gurugram', 'iGrow Montessori Play School', 'Matrikiran High School', 'Badsa AMS Hospital', 'GlobalHealthcare Multispeciality', 'Indira Gandhi International Airport', 'Patli Railway Station', 'Hyatt Regency', 'Nakhrola Stadium', 'Cricket Academy']","['3 Wardrobe', '10 Fan', '1 Exhaust Fan', '3 Geyser', '9 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2363,1,90,shree vardhman flora,0.7,5325,1315,2,2,3,1.0,"C2., Sector 90 Gurgaon, Gurgaon, Haryana",9.0,0 to 1 Year Old,"['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']",,
2364,1,90,dlf new town heights ,1.25,6502,1922,3,3,3,2.0,"6666, Sector 90 Gurgaon, Gurgaon, Haryana",5.0,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']",,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
2365,0,48,vipul tatvam villa,6.4,24691,2592,3,4,3,"Study Room,Servant Room,Store Room","123, Sector 48 Gurgaon, Gurgaon, Haryana",2.0,1 to 5 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '12 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']"
2366,1,81,signature global synera,0.38,9500,400,1,1,2,0.0,"503, Sector 81 Gurgaon, Gurgaon, Haryana",3.0,1 to 5 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Dwarka Expressway', 'Agri Business Management Collage', 'Bharat Ram Global School', 'Singhania University, Manesar', 'Aarvy Healthcare Hospital', 'Garhi Harsaru Junction', 'Sphire Edge A N Buildwell', 'Holiday Inn Gurugram Sector 90']",,"['Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Park', 'Piped-gas', 'Security Personnel', 'Shopping Centre', 'Rain Water Harvesting']"
2367,0,104,shree krishna homes,0.48,50000,96,2,2,1,"Pooja Room,Study Room,Others","Near Daultabaad Flyover, Surat Nagar 1, Gurgaon, Haryana",1.0,0 to 1 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Dr. Hitesh Dawar', 'Bhardwaj Hospital', 'R K Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Sneh Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', ""Dr. Anurag's Child Care Clinic"", 'Dr. Sindhu Clinic', 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'Dr. Ashok Jain', 'Esic Hospital Gurugram', 'Pearl Dental Clinic', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'GH Gurgaon', 'Kalyan Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['2 Wardrobe', '8 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Centrally Air Conditioned', 'Maintenance Staff', 'Park', 'Piped-gas', 'Visitor Parking', 'Security Personnel']"
2368,1,33,ashiana anmol,1.1,8627,1275,2,2,2,0.0,"Sector 33, Sector 33 Gurgaon, Gurgaon, Haryana",4.0,undefined,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",
2369,1,35,gls arawali homes,0.27,4600,587,2,2,2,0.0,"Sohna, Gurgaon, Haryana",5.0,0 to 1 Year Old,"['Huda City Centre', 'Golf Course Road', 'Delhi-Mumbai Expressway', 'KMP Expressway', 'Rajiv Chowk', 'IGI Airport']",[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
2370,1,33,godrej nature plus,1.4,9333,1500,2,2,3,0.0,"Sector-33 Sohna, Gurgaon, Haryana",14.0,Under Construction,"['Signature Global Infinity Mall Sohna', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'K. R. Mangalam University', 'Vidya Niketan Sr Sec School', 'Sanjivani Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2371,0,9B,,0.36,8000,450,1,1,0,0,"Basai Village, Sector 9b, Gurgaon, Sector 9B Gurgaon, Gurgaon, Haryana",1.0,undefined,"['State bank ATM', 'Shri Multispeciality Hospital', 'Kamla Hospital Gurgaon', 'Esic Hospital Gurugram', 'Shri Balaji Hospital and Trauma Center', 'Shree Krishna Hospital Gurgaon', 'Yadav Hospital Gurgoan', 'Ankur Clinic and Maternity Home', 'Kr Dental Hub', 'Dr. Ashok Jain', 'Navjeevan Hospital and Maternity Centre', 'Taneja Hospital', 'Boxer Fuel Point', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'Basai dhankot railway station']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
2372,0,11,sai kripa floors 5,0.9,11250,800,5,5,3,0,"Sector 11 Gurgaon, Gurgaon, Haryana",3.0,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Thakral Nursing and Maternity Home', 'Vinayak Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Parashar Hospital', 'Rama Hospital & Nursing Home', 'Smile Plus Dental Clinic', 'Kathuria Hospital', 'Pasricha Hospital and Maternity Home', 'Rajendra Hospital', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Aarvy Hospital', 'Pushpanjali Hospital', 'Pushpanjali Hospital Gurgaon', 'Rachna Dental Clinic', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Sharma Hospital Gurgaon', 'Mangalam Hospital and Heart Centre Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Satyam Hospital Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Navjeevan Hospital and Maternity Centre', 'Bansal Medicare and Maternity Centre', 'Parmar Dental Clinic & Lab', 'Swastik Maternity and Medical Centre', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Dev Man Kathuria Clinic', 'M.S Hospital', 'Ankur Clinic and Maternity Home', 'Dayal Eye & Maternity Centre', 'Gupta Hospital Gurgaon', 'Bhanu Dental Care', 'Dr. Sandeep Chauhan', 'Bindal Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Madan Clinic', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'IBP Petrol Station', 'Indian Oil', 'govt sec school', 'District library gurgaon']",[],
2373,1,89,smart world gems,1.1,9972,1103,3,1,0,0.0,"Smart World Gems, Sector 89, Gurgaon, Sector 89 Gurgaon, Gurgaon, Haryana",,undefined,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']",,
2374,1,81,vipul lavanya,1.0,8000,1250,2,2,2,0.0,"Sector-81 Gurgaon, Sector 81 Gurgaon, Gurgaon, Haryana",7.0,1 to 5 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Orris Community Center', 'HP Petrol Pump', 'Vijay Petrol Pump', 'Petrol Pump', 'Essar Petrol Pump', 'Petrol pump Maitri motors', 'Petrol Pump Indian Oil', 'Indian Oil', ""McDonald's"", 'KFC', 'Pizza Hut', 'Rao Dhaba', ""McDonald's""]","['1 Wardrobe', '1 Geyser', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']"
2375,0,9,,0.42,9333,450,5,3,2,0,"Ravi Nagar, Sector 9, Ravi Nagar, Gurgaon, Haryana",2.0,undefined,"['State bank ATM', 'Ankur Clinic and Maternity Home', 'Esic Hospital Gurugram', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Taneja Hospital', 'Dr. Madan Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Dev Man Kathuria Clinic', 'Lal Superspeciality Hospital', 'Pearl Dental Clinic', 'Dr. Ashok Jain', 'Satyam Hospital Gurgaon', 'Shri Multispeciality Hospital', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Shree Krishna Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Bhanu Dental Care', 'Geeta Nursing Home Gurgaon', 'Kr Dental Hub', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Kathuria Hospital', 'Rachna Dental Clinic', 'Parashar Hospital', 'My Care Clinic', 'Bindal Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Pasricha Hospital and Maternity Home', 'Aryan Hospital', 'Vinayak Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Parmar Dental Clinic & Lab', 'Rama Hospital & Nursing Home', 'D.R. Rajnis Gupta Clinic', 'Nutan Dental Hospital', 'Prateek Nursing Home And Polyclinic', 'Yadav Hospital Gurgoan', 'Shri Ram Dental Clinic', 'Sai Dental Clinic', 'Hdfc bank', 'Kotak bank', 'State bank of india', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School']",,
