,Unnamed: 0,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,furnishing_type,additional_room_count,luxury_score
2002,2002,1,83,mapsko paradise,0.75,5597,1340,3,3,3,1.0,"100003, Sector 83 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,2,1.0,49
2003,2003,1,76,corona gracieux,0.75,5660,1325,2,2,3,0.0,"Oc Not Available At The Moment. It's In Process. But Loan Can Be Arranged., Sector 76 Gurgaon, Gurgaon, Haryana",13.0,New,2,0.0,0
2004,2004,0,7,indepedent,3.1,13778,2250,3,3,2,0,"Sector 7 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,22
2005,2005,0,43,ansal sushant lok plots,7.0,25926,2700,5,5,3,"pooja room,study room,servant room","C Block, Sushant Lok Phase 1, Gurgaon, Haryana",3.0,New,2,3.0,41
2006,2006,0,3,indepedent,1.0,8230,1215,9,7,3,pooja room,"F121, Gali No 15, Palam Vihar Extension, Gurgaon, Haryana",3.0,Relatively Old,0,1.0,0
2007,2007,1,9,shree shyam residency,0.23,5000,460,1,1,1,0.0,"Plot No. 833, Block A Surya Vihar, Gurgaon, Haryana",2.0,New,0,0.0,9
2008,2008,1,61,suposhaa smartworld orchard,2.25,14525,1549,3,3,2,0.0,"Sector 61 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,0
2009,2009,1,67A,pyramid urban,0.7,11844,591,2,2,1,0.0,"Sector 67A Gurgaon, Gurgaon, Haryana",14.0,Relatively New,0,0.0,44
2010,2010,1,1A,sbr apartment,0.68,4456,1526,3,3,3,0.0,"Sector 1A IMT Manesar, Gurgaon, Haryana",2.0,Relatively Old,0,0.0,0
2011,2011,1,88A,godrej icon,1.75,1384,12645,3,3,3,0.0,"Sector 88A Gurgaon, Gurgaon, Haryana",6.0,Relatively New,0,0.0,55
2012,2012,1,81,bestech spa signature,4.45,10595,4200,4,4,3,4.0,"S-802, Sector 81 Gurgaon, Gurgaon, Haryana",8.0,New,2,4.0,49
2013,2013,1,86,ansal heights 86,1.25,7396,1690,3,2,1,0.0,"Sector 86 Gurgaon, Gurgaon, Haryana",11.0,Relatively New,0,0.0,45
2014,2014,1,61,smart world orchard,1.85,14800,1250,2,2,2,0.0,"Sector 61 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,44
2015,2015,0,47,indepedent,5.25,11666,4500,9,9,3,servant room,"Sector 47 Gurgaon, Gurgaon, Haryana",3.0,New,2,1.0,142
2016,2016,1,83,emaar palm gardens,1.35,12325,1095,3,3,3,1.0,"Sector 83 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,24
2017,2017,1,33,jmd gardens,3.25,7510,4328,4,4,3,1.0,"Park Facing Block, Sector 33 Gurgaon, Gurgaon, Haryana",17.0,Old,2,1.0,130
2018,2018,1,69,tulip purple,2.6,10833,2400,4,4,3,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",4.0,Relatively Old,0,1.0,37
2019,2019,1,108,sobha city,2.1,13975,1503,2,2,2,0.0,"A4 Tower, Sector 108 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,74
2020,2020,1,65,m3m golfestate,5.0,18518,2700,3,3,3,2.0,"2809, Sector 65 Gurgaon, Gurgaon, Haryana",28.0,New,2,2.0,165
2021,2021,1,37D,ramprastha skyz,1.0,4942,2023,3,5,3,2.0,"Sector 37D Gurgaon, Gurgaon, Haryana",11.0,Under Construction,0,2.0,8
2022,2022,1,2,supertech hilltown,0.8,5556,1440,3,2,3,0.0,"Sohna Sector 2, Sector 2 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,0,0.0,0
2023,2023,1,102,adani m2k oyster grande,1.9,9105,2087,3,4,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,165
2024,2024,1,70,shree vardhman victoria,1.6,8205,1950,3,5,3,1.0,"Sector 70 Gurgaon, Gurgaon, Haryana",6.0,New,0,1.0,108
2025,2025,1,37C,imperia the esfera,0.87,5513,1578,2,3,3,1.0,"D 502, Sector 37C Gurgaon, Gurgaon, Haryana",5.0,New,0,1.0,109
2026,2026,1,104,ats triumph,1.73,7554,2290,3,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",15.0,New,0,1.0,159
2027,2027,1,111,lotus homz,0.6,8450,710,2,2,3,0.0,"Sector 111 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,0,0.0,52
2028,2028,1,35,central park flower valley,1.2,6742,1780,3,3,0,0.0,"Sohna, Sohna, Gurgaon, Haryana",11.0,New,0,0.0,66
2029,2029,1,65,m3m golfestate,4.94,16233,3043,3,4,3,1.0,"Tower, Sector 65 Gurgaon, Gurgaon, Haryana",15.0,Relatively Old,0,1.0,165
2030,2030,1,86,pyramid urban homes 2,0.5,8319,601,2,2,1,0.0,"Sector 86 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,35
2031,2031,1,79,godrej ,1.91,8511,2244,3,4,3,1.0,"Aa3, Sector 79 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,158
2032,2032,1,111,puri diplomatic greens,2.65,13589,1950,3,4,2,1.0,"7th, Sector 111 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,159
2033,2033,1,76,suncity avenue 76,0.55,7422,741,2,2,2,0.0,"Sector 76 Gurgaon, Gurgaon, Haryana",9.0,Under Construction,0,0.0,26
2034,2034,1,77,umang winter hills,0.71,5305,1338,2,2,2,1.0,"Sector 77 Gurgaon, Gurgaon, Haryana",6.0,New,0,1.0,108
2035,2035,1,83,emaar palm gardens,1.8,12000,1500,3,4,3,1.0,"6th, Sector 83 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,96
2036,2036,1,92,sare crescent parc,0.9,4260,2113,4,5,3,1.0,"Sector 92 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,0
2037,2037,0,24,dlf city plots phase 3,1.6,3292,4860,8,5,3,0,"21/24, DLF Phase 3, Gurgaon, Haryana",3.0,Old,0,0.0,8
2038,2038,1,51,orchid island,0.71,7891,900,2,2,1,0.0,"Sector 51 Gurgaon, Gurgaon, Haryana",4.0,New,0,0.0,23
2039,2039,1,65,emaar mgf emerald estate,1.7,21013,809,3,3,3,1.0,"Sector 65 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,116
2040,2040,1,1A,green campus chs,0.9,3935,2287,3,3,3,1.0,"Sector 1A IMT Manesar, Gurgaon, Haryana",6.0,Relatively Old,0,1.0,5
2041,2041,0,17A,indepedent,1.52,19869,765,2,2,1,0,"Sector 17A Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,22
2042,2042,1,58,ireo the grand arch,2.2,16000,1375,2,2,2,0.0,"sector 58 Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,42
2044,2044,1,15,anamika enclave,0.64,6500,985,2,2,1,0.0,"Near Sector 15, Sector 15 Part 1, Gurgaon, Haryana",1.0,Relatively New,0,0.0,0
2045,2045,1,84,ss almeria,1.48,7400,2000,3,3,2,2.0,"8-B First Floor, The Almeria, Sector 84, Gurgaon, Sector 84 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,2,2.0,139
2046,2046,1,95,ramprasta awho,0.92,5257,1750,3,3,3,0.0,"Sector 95 Gurgaon, Gurgaon, Haryana",13.0,New,0,0.0,0
2047,2047,0,48,vipul tatvam villa,7.25,27971,2592,3,4,2,"servant room,study room,store room,pooja room","A111, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,115
2048,2048,1,14,essel towers,2.2,12500,1760,3,4,3,0.0,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",3.0,Old,0,0.0,0
2049,2049,1,54,dlf the crest,11.0,35223,3123,4,6,3,1.0,"Sector 54 Gurgaon, Gurgaon, Haryana",7.0,New,1,1.0,125
2050,2050,0,24,indepedent,5.25,38889,1350,4,4,3,"servant room,pooja room","Dlf Phase 3, DLF Phase 3, Gurgaon, Haryana",3.0,New,2,2.0,72
2051,2051,1,35,mvn athens,0.27,5897,458,2,2,1,1.0,"Sector - 5, Sohna, Sohna, Gurgaon, Haryana",4.0,New,2,1.0,35
2052,2052,1,104,ats triumph,2.0,8733,2290,3,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",4.0,New,0,1.0,60
2053,2053,1,65,m3m skycity,2.85,15590,1828,3,3,3,0.0,"Sector 65 Gurgaon, Gurgaon, Haryana",43.0,Under Construction,0,0.0,115
2054,2054,0,36,indepedent,0.75,6938,1081,3,1,0,0,"Sector 36, Gurgaon, Sector 36 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
2055,2055,1,70A,aipl zen residences,1.65,13074,1262,2,2,3,0.0,"Sector 70A Gurgaon, Gurgaon, Haryana",23.0,Relatively New,0,0.0,81
2057,2057,0,109,international city by sobha phase 2,12.5,26670,4687,5,6,3,"pooja room,study room,servant room,store room","252, Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,4.0,63
2058,2058,1,35,signature global park,0.65,5637,1153,2,2,2,1.0,"001, Sohna, Gurgaon, Haryana",2.0,New,0,1.0,118
2059,2059,1,36A,avl 36 gurgaon,0.75,7500,1000,2,2,2,0.0,"Sector 36A Gurgaon, Gurgaon, Haryana",5.0,New,0,0.0,26
2060,2060,1,63A,birla navya,2.2,17488,1258,2,3,3,0.0,"H-P019-04, Sector 63A Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,0.0,60
2061,2061,1,37D,ramprastha the atrium,0.9,6225,1446,3,3,2,0.0,"Block B, 13th Floor, Sector 37D Gurgaon, Gurgaon, Haryana",13.0,New,1,0.0,37
2062,2062,1,69,tulip violet,1.7,10773,1578,3,3,2,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,49
2063,2063,0,1,indepedent,5.5,21825,2520,8,8,2,"pooja room,study room,servant room","Independent House, Ansal Plaza, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,76
2064,2064,1,81,bestech park view anot availableda,1.35,7541,1790,3,3,3,0.0,"Sector 81 Gurgaon, Gurgaon, Haryana",8.0,Old,0,0.0,114
2065,2065,1,90,shree vardhman flora,0.96,5120,1875,3,4,3,1.0,"302, Sector 90 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,106
2066,2066,0,42,central park,6.5,19607,3315,4,5,3,"pooja room,study room,servant room","222, Sector 42 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,84
2067,2067,1,33,godrej nature plus,1.2,14379,835,2,2,3,0.0,"Sector-33 Sohna, Gurgaon, Haryana",1.0,Relatively New,0,0.0,65
2068,2068,1,57,bptp freedom park life,2.5,11111,2250,3,3,3,0.0,"Sector 57 Gurgaon, Gurgaon, Haryana",9.0,Relatively Old,0,0.0,55
2069,2069,0,82,vatika the seven lamps,1.6,6597,2425,4,4,3,servant room,"Sector 82 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,1.0,94
2070,2070,1,70,krrish florence estate,1.65,7764,2125,3,4,3,2.0,"Sector 70 Gurgaon, Gurgaon, Haryana",27.0,Relatively New,0,2.0,81
2071,2071,1,85,ss the leaf,1.25,7179,1741,2,2,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,49
2072,2072,1,35,ashiana mulberry,0.9,6143,1465,2,2,3,1.0,"Tower 3-601, Sohna, Gurgaon, Haryana",7.0,Relatively Old,2,1.0,156
2073,2073,1,33,hanumanta apartment,0.43,5308,810,2,2,1,0.0,"Rajiv Colony, Gurgaon, Haryana",1.0,Relatively Old,0,0.0,7
2074,2074,1,82A,dlf the primus,1.8,13846,1300,3,3,3,1.0,"10th Floor Dlf Primus Sector-82a Gurgaon, Sector 82A Gurgaon, Gurgaon, Haryana",10.0,New,1,1.0,174
2075,2075,1,102,shapoorji pallonji joyville gurugram,0.95,10383,915,2,2,2,0.0,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",14.0,New,0,0.0,0
2076,2076,1,88A,godrej oasis,1.0,6896,1450,2,2,3,1.0,"Sector 88A Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,72
2077,2077,1,90,dlf new town heights ,1.25,8638,1447,3,4,3,1.0,"Sector 90 Gurgaon, Gurgaon, Haryana",7.0,Old,1,1.0,31
2078,2078,0,3,indepedent,5.6,17284,3240,8,6,3,"pooja room,study room,servant room,store room","Palam Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,4.0,0
2079,2079,1,83,vatika gurgaon ,0.75,6024,1245,2,2,2,1.0,"B1901, Sector 83 Gurgaon, Gurgaon, Haryana",19.0,New,2,1.0,105
2080,2080,0,104,indepedent,0.9,10000,900,4,5,3,others,"Surat Nagar, Tekchand Nagar, Gurgaon, Haryana",3.0,Relatively New,0,1.0,14
2081,2081,1,99,lotus elise,0.95,6551,1450,2,3,3,1.0,"Sector 99 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,0
2082,2082,0,27,indepedent,4.25,31481,1350,5,5,3,"pooja room,servant room","Sector 27 Gurgaon, Sector 27 Gurgaon, Gurgaon, Haryana",3.0,New,2,2.0,49
2083,2083,1,56,meditech apartment,2.45,8166,3000,4,4,3,1.0,"Sector 56 Gurgaon, Sector 56 Gurgaon, Gurgaon, Haryana",1.0,New,2,1.0,118
2085,2085,1,72,tata primanti,3.2,12190,2625,4,4,3,1.0,"1302, Sector 72 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,2,1.0,168
2086,2086,0,3,indepedent,6.0,24691,2430,5,6,3,"pooja room,study room,others","Palam Vihar, Gurgaon, Haryana",3.0,Old,2,3.0,43
2087,2087,1,83,emaar palm gardens,1.75,9210,1900,3,3,3,1.0,"403, Sector 83 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,174
2088,2088,1,81,bestech park view grand spa,2.2,8270,2660,3,4,3,1.0,"Sector-81, Sector 81 Gurgaon, Gurgaon, Haryana",8.0,New,2,1.0,165
2089,2089,1,104,zara aavaas,0.49,6577,745,3,2,2,0.0,"Tower Number -20 Flat Number 20702, Sector 104 Gurgaon, Gurgaon, Haryana",7.0,Under Construction,0,0.0,74
2090,2090,1,69,tulip violet,2.0,9950,2010,4,4,2,0.0,"Ground Floor, Sector 69 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,95
2091,2091,1,102,shapoorji pallonji joyville gurugram,1.95,17285,1128,3,3,3,1.0,"Flat, Sector 102 Gurgaon, Gurgaon, Haryana",12.0,Relatively New,0,1.0,72
2092,2092,1,48,parsvnath green ville,1.86,7654,2430,3,3,3,1.0,"601, Sector 48 Gurgaon, Gurgaon, Haryana",6.0,Relatively Old,2,1.0,94
2093,2093,1,102,emaar gurgaon greens,1.52,9212,1650,3,3,3,1.0,"Multiple Options Available, Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,137
2094,2094,1,102,emaar gurgaon greens,1.5,9090,1650,3,3,3,1.0,"Middle, Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,174
2095,2095,0,9,indepedent,0.6,10753,558,2,2,1,0,"36/2, Devilal Colony, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,8
2096,2096,0,76,suncity avenue 76,0.75,10067,745,2,2,2,0,"Sector 76 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,40
2097,2097,1,90,dlf regal gardens,1.65,7449,2215,4,4,3,1.0,"Middle Floor, Sector 90 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,79
2098,2098,1,92,sare crescent parc royal greens phase 1,1.0,3713,2693,4,4,3,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,0,0.0,31
2099,2099,0,111,puri diplomatic greens,9.0,11250,8000,5,5,3,servant room,"A1212, Sector 111 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,112
2100,2100,0,57,ansals florence villa,3.3,19820,1665,4,3,3,"pooja room,study room,servant room,store room","112, Sushant Lok Phase 3, Gurgaon, Haryana",3.0,Relatively Old,0,4.0,151
2101,2101,1,84,antriksh heights,0.89,4370,2037,3,3,3,1.0,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,67
2102,2102,1,35,hcbs sports ville,0.29,3970,730,2,2,1,0.0,"Sohna, Sohna, Gurgaon, Haryana",4.0,New,0,0.0,0
2103,2103,1,102,emaar gurgaon greens,1.45,8787,1650,3,3,2,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,169
2104,2104,0,6,indepedent,0.75,10518,713,6,4,1,0,"Sector 6 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,62
2106,2106,1,70A,bptp astaire gardens,1.7,8947,1900,4,3,3,0.0,"Sector 70A Gurgaon, Gurgaon, Haryana",1.0,New,2,0.0,49
2107,2107,1,81,dlf the ultima,2.4,11412,2103,3,3,3,1.0,"S-111, Sector 81 Gurgaon, Gurgaon, Haryana",12.0,New,1,1.0,49
2108,2108,1,22,ambience creacions,4.8,19200,2500,4,6,3,2.0,"Sector 22 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,1,2.0,49
2109,2109,1,82,vatika the seven lamps,0.94,6567,1431,2,2,2,1.0,"Sector 82 Gurgaon, Gurgaon, Haryana",12.0,New,2,1.0,103
2110,2110,1,48,parsvnath green ville,1.42,8606,1650,3,3,3,1.0,"Sector 48 Gurgaon, Gurgaon, Haryana",1.0,Relatively Old,1,1.0,174
2111,2111,1,82,mapsko casa bella,1.25,6377,1960,3,4,3,0.0,"Sector 82 Gurgaon, Gurgaon, Haryana",8.0,Under Construction,0,0.0,54
2112,2112,1,65,emaar mgf emerald floors premier,2.9,14683,1975,4,4,0,1.0,"4bedrom, Sector 65 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,50
2113,2113,1,62,pioneer araya,9.95,20995,4739,4,6,3,2.0,"Sector 62 Gurgaon, Gurgaon, Haryana",12.0,New,2,2.0,138
2114,2114,0,70A,indepedent,2.1,3889,5400,3,2,1,0,"Sector 70A Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
2115,2115,1,95,rof anot availableda,0.32,5827,549,2,2,1,1.0,"903, Sector 95 Gurgaon, Gurgaon, Haryana",9.0,New,2,1.0,71
2116,2116,1,36,signature global park 4,0.85,11333,750,3,2,3,0.0,"Sector 36 Sohna, Gurgaon, Haryana",1.0,Relatively New,0,0.0,33
2117,2117,0,40,indepedent,2.15,23889,900,3,3,3,"pooja room,study room,store room","Sector 40 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,3.0,45
2118,2118,1,61,smart world orchard,1.7,15178,1120,2,2,2,1.0,"Sector 61 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,1.0,127
2119,2119,1,79,supertech araville,0.8,6178,1295,2,2,3,1.0,"E-906, Sector 79 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,0,1.0,24
2120,2120,1,104,hero homes,1.6,7825,2045,3,3,3,0.0,"Dwarka Expressway Gurgaon, Gurgaon, Haryana",1.0,Relatively New,0,0.0,49
2121,2121,1,86,ansal heights 86,0.64,4706,1360,2,2,1,0.0,"Sector 86, Sector 86 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,73
2122,2122,0,56,indepedent,7.25,29340,2471,8,8,3,0,"Sector 56 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,0.0,24
2123,2123,1,1,imt view society,0.95,3653,2601,3,4,3,1.0,"Sector 1 Imt Manesar, Gurgaon, Haryana",6.0,Relatively Old,0,1.0,81
2124,2124,1,92,sare crescent parc,0.71,4933,1439,3,3,2,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,37
2125,2125,0,57,indepedent,4.6,21296,2160,3,3,3,"pooja room,servant room,store room","Sushant Lok Phase 2, Gurgaon, Haryana",3.0,Old,2,3.0,37
2126,2126,1,72,tata primanti,3.4,15560,2185,3,4,3,1.0,"Sector 72 Gurgaon, Gurgaon, Haryana",9.0,Relatively Old,0,1.0,38
2127,2127,1,102,shapoorji pallonji joyville gurugram,1.26,10041,1255,2,2,2,0.0,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,108
2128,2128,1,102,shapoorji pallonji joyville gurugram,1.99,20664,963,2,2,2,0.0,"Sector 102 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,0,0.0,152
2129,2129,1,9A,jammu and kashmir bank employees cghs,0.94,6064,1550,3,3,2,0.0,"Sector 9A Gurgaon, Gurgaon, Haryana",5.0,Relatively Old,2,0.0,85
2130,2130,1,77,umang winter hills,0.99,7857,1260,2,2,2,0.0,"Sector 77 Gurgaon, Gurgaon, Haryana",1.0,New,0,0.0,97
2131,2131,1,90,dlf regal gardens,1.23,7052,1744,3,3,2,1.0,"Sector 90 Gurgaon, Gurgaon, Haryana",19.0,New,0,1.0,6
2132,2132,1,91,tarc maceo,1.8,7758,2320,3,3,3,1.0,"Sector 91 Gurgaon, Gurgaon, Haryana",7.0,New,1,1.0,45
2133,2133,1,104,puri emerald bay,2.25,10465,2150,3,4,3,1.0,"4th, Sector 104 Gurgaon, Gurgaon, Haryana",4.0,New,2,1.0,159
2134,2134,1,102,emaar gurgaon greens,1.39,8424,1650,3,3,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,21
2135,2135,1,85,ss the leaf,1.65,6852,2408,3,4,3,1.0,"Sector 85 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,0,1.0,21
2136,2136,1,85,orris aster court premier,1.73,6757,2560,4,5,3,1.0,"652, Sector 85 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,16
2137,2137,1,67A,aardhya homesh,1.85,8043,2300,4,4,0,0.0,"Sector 67a, Gurgaon, Haryana, India, Sector 67A Gurgaon, Gurgaon, Haryana",4.0,Relatively New,0,0.0,0
2138,2138,1,92,sare crescent parc,0.9,4278,2104,4,5,3,2.0,"Sector 92 Gurgaon, Gurgaon, Haryana",14.0,New,0,2.0,62
2139,2139,0,31,indepedent,3.69,23699,1557,4,4,2,"study room,servant room,pooja room","Sector 31 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,75
2140,2140,0,54,suncity township,2.0,3440,5814,9,9,3,servant room,"Sector 54, Golf Course Road, Gurugram, Haryana",3.0,New,1,1.0,7
2141,2141,1,62,emaar digihomes,4.0,14871,2690,3,3,3,1.0,"1103, Sector 62 Gurgaon, Gurgaon, Haryana",18.0,Relatively New,2,1.0,38
2142,2142,0,35,indepedent,5.5,5093,10799,3,3,3,"pooja room,study room,servant room,others","Sector 63a, Sohna Road, Gurgaon, Haryana",3.0,Relatively Old,0,4.0,49
2143,2143,1,35,breez global heights,0.46,6478,710,2,2,2,0.0,"606, Sohna, Gurgaon, Haryana",6.0,New,1,0.0,49
2144,2144,1,59,conscient elevate,6.75,19882,3395,4,4,2,1.0,"Sector 59 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,0,1.0,31
2145,2145,1,90,dlf regal gardens,1.21,6926,1747,3,3,3,1.0,"Multiple Options In, Sector 90 Gurgaon, Gurgaon, Haryana",29.0,New,0,1.0,95
2146,2146,1,103,ansal housing highland park,0.88,6429,1369,2,2,3,0.0,"Sector 103 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,52
2147,2147,0,89,smart world gems,1.25,8784,1423,3,3,2,"study room,others","Smart World Gems, Sector 89, Gurgaon, Sector 89 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,2.0,45
2148,2148,1,113,tata gurgaon gateway,1.75,10443,1676,2,2,2,1.0,"N/a, Sector 113 Gurgaon , Gurgaon, Haryana",10.0,New,0,1.0,104
2149,2149,1,95,rof anot availableda,0.36,5658,636,2,2,2,1.0,"E-1007, Sector 95 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,0,1.0,75
2150,2150,1,103,indiabulls centrum park,2.4,8347,2875,4,6,3,1.0,"153, Sector 103 Gurgaon, Gurgaon, Haryana",15.0,New,0,1.0,156
2151,2151,1,33,godrej nature plus,1.75,8768,1996,3,3,0,0.0,"Sohna Sector 33, Sector-33 Sohna, Gurgaon, Haryana",2.0,Under Construction,0,0.0,56
2153,2153,1,62,pioneer araya,7.56,18000,4200,4,4,3,2.0,"Sector 62 Gurgaon, Gurgaon, Haryana",23.0,New,2,2.0,87
2154,2154,1,89,adani aangan galleria,0.25,5000,500,1,1,1,0.0,"Sector 89 A Gurgaon, Gurgaon, Haryana",6.0,Relatively New,0,0.0,74
2155,2155,1,35,mvn athens,0.26,5397,482,2,2,1,0.0,"Tower 8, Apartment No 506, Sohna, Gurgaon, Haryana",5.0,New,0,0.0,95
2156,2156,1,53,tulip monsella,5.6,19363,2892,3,3,3,0.0,"Sector 53 Gurgaon, Gurgaon, Haryana",1.0,Under Construction,0,0.0,42
2157,2157,1,103,signature global grand iva,0.3,8290,362,1,2,2,0.0,"Sector 103 Gurgaon, Gurgaon, Haryana",5.0,Relatively New,0,0.0,37
2158,2158,1,107,signature global solera,0.5,7751,645,3,2,2,1.0,"C-602, Sector 107 Gurgaon, Gurgaon, Haryana",6.0,New,0,1.0,49
2160,2160,1,70,shree vardhman victoria,1.65,8461,1950,3,5,3,2.0,"3 Bhk, Sector 70 Gurgaon, Gurgaon, Haryana",6.0,New,0,2.0,167
2161,2161,1,86,microtek greenburg,1.45,9797,1480,3,2,3,0.0,"Sector 86 Gurgaon, Gurgaon, Haryana",8.0,New,1,0.0,72
2162,2162,0,56,huda plots,2.95,20359,1449,2,2,2,0,"Sector 56 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,31
2163,2163,1,109,ats kocoon,1.68,9627,1745,3,3,3,0.0,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana",8.0,New,0,0.0,142
2164,2164,1,61,smart world orchard,2.45,15800,1551,3,3,3,2.0,"Sector 61 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,2.0,119
2165,2165,1,65,m3m skycity,2.8,15317,1828,3,3,0,0.0,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",14.0,New,0,0.0,39
2166,2166,1,11,ganga apartment,0.74,6040,1225,3,3,2,0.0,"G-4, Shanti Nagar, Gurgaon, Haryana",7.0,New,0,0.0,62
2167,2167,1,102,emaar imperial gardens,1.85,9135,2025,3,3,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,95
2168,2168,1,95,sidhartha ncr one phase ,0.46,4646,990,2,2,0,0.0,"Sector 95, Sector 95 Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,0
2169,2169,1,37D,ramprastha skyz,1.1,6376,1725,3,3,3,0.0,"Sector 37D Gurgaon, Gurgaon, Haryana",7.0,Under Construction,0,0.0,109
2170,2170,1,90,shree vardhman flora,1.27,4951,2565,4,5,2,2.0,"Sector 90 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,0,2.0,83
2171,2171,1,102,shapoorji pallonji joyville gurugram,2.0,10799,1852,3,3,3,0.0,"Sector 102 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,49
2172,2172,1,56,rail vihar cghs,1.35,10384,1300,3,2,2,1.0,"Sector 56, Sector 56 Gurgaon, Gurgaon, Haryana",1.0,Old,0,1.0,159
2173,2173,0,3,indepedent,0.58,10591,548,2,3,2,0,"Bhimgarh Kheri Phase 3, Gurgaon, Haryana, India, Bhimgarh Kheri Phase 3, Gurgaon, Haryana",3.0,New,0,0.0,8
